Date,High,Low,Open,Close,Volume,Adj Close,coin,rank
2021-09-20,27.446239471435547,22.67407989501953,27.420242309570312,22.8781795501709,166271190,22.8781795501709,WAVES,20
2021-09-21,25.013259887695312,21.028627395629883,23.040878295898438,22.36650848388672,186382783,22.36650848388672,WAVES,20
2021-09-22,25.116870880126953,21.594961166381836,22.322404861450195,24.691972732543945,145001236,24.691972732543945,WAVES,20
2021-09-23,25.44583511352539,23.855199813842773,24.70170021057129,25.080177307128906,115976209,25.080177307128906,WAVES,20
2021-09-24,27.293306350708008,24.012453079223633,25.098360061645508,25.601215362548828,392316841,25.601215362548828,WAVES,20
2021-09-25,25.620603561401367,23.809480667114258,25.601459503173828,24.267223358154297,107297533,24.267223358154297,WAVES,20
2021-09-26,24.318464279174805,22.167856216430664,24.277847290039062,23.65416145324707,101723711,23.65416145324707,WAVES,20
2021-09-27,24.616193771362305,22.747943878173828,23.68709945678711,22.770912170410156,154914286,22.770912170410156,WAVES,20
2021-09-28,25.694753646850586,22.585233688354492,22.77070426940918,22.945730209350586,219208979,22.945730209350586,WAVES,20
2021-09-29,24.196514129638672,22.627891540527344,22.992605209350586,23.195087432861328,129526091,23.195087432861328,WAVES,20
2021-09-30,24.2694149017334,23.101591110229492,23.203832626342773,24.253599166870117,78099074,24.253599166870117,WAVES,20
2021-10-01,26.25107192993164,23.87131118774414,24.262100219726562,26.154184341430664,97521707,26.154184341430664,WAVES,20
2021-10-02,27.148693084716797,25.83069610595703,26.1456298828125,26.37415313720703,108279524,26.37415313720703,WAVES,20
2021-10-03,28.422393798828125,25.877981185913086,26.34303855895996,27.091663360595703,141798725,27.091663360595703,WAVES,20
2021-10-04,27.118375778198242,25.500747680664062,27.073583602905273,25.950063705444336,95526088,25.950063705444336,WAVES,20
2021-10-05,28.517736434936523,25.701326370239258,25.98697853088379,27.61349868774414,165444472,27.61349868774414,WAVES,20
2021-10-06,28.75326919555664,25.974733352661133,27.612943649291992,27.232572555541992,122955536,27.232572555541992,WAVES,20
2021-10-07,28.150991439819336,26.939607620239258,27.219722747802734,27.47342300415039,93099196,27.47342300415039,WAVES,20
2021-10-08,28.571258544921875,27.022314071655273,27.492351531982422,27.211820602416992,116916680,27.211820602416992,WAVES,20
2021-10-09,28.907291412353516,27.0593318939209,27.20479965209961,28.907291412353516,113497657,28.907291412353516,WAVES,20
2021-10-10,28.950773239135742,26.21167755126953,28.950773239135742,26.387968063354492,93220185,26.387968063354492,WAVES,20
2021-10-11,27.606386184692383,26.013628005981445,26.370807647705078,26.99161720275879,85186840,26.99161720275879,WAVES,20
2021-10-12,31.392745971679688,25.89778709411621,26.993188858032227,29.694150924682617,510514345,29.694150924682617,WAVES,20
2021-10-13,32.69684982299805,28.478185653686523,29.62987518310547,31.8680477142334,279025725,31.8680477142334,WAVES,20
2021-10-14,34.56074523925781,31.90509605407715,31.90509605407715,32.272708892822266,241343807,32.272708892822266,WAVES,20
2021-10-15,33.08418655395508,30.03485107421875,32.29170608520508,30.100570678710938,156777739,30.100570678710938,WAVES,20
2021-10-16,30.665559768676758,29.122156143188477,30.155437469482422,29.2226505279541,129109174,29.2226505279541,WAVES,20
2021-10-17,30.27994728088379,27.895708084106445,29.221040725708008,28.873249053955078,133886583,28.873249053955078,WAVES,20
2021-10-18,29.110620498657227,27.76799964904785,28.872737884521484,28.189760208129883,89943445,28.189760208129883,WAVES,20
2021-10-19,29.527835845947266,27.916255950927734,28.20689582824707,28.59532356262207,96997117,28.59532356262207,WAVES,20
2021-10-20,29.370174407958984,28.22789764404297,28.578723907470703,29.276681900024414,99122403,29.276681900024414,WAVES,20
2021-10-21,29.78120994567871,27.83454704284668,29.28776741027832,27.926280975341797,96604095,27.926280975341797,WAVES,20
2021-10-22,29.06036949157715,27.444076538085938,27.933961868286133,27.95117950439453,94376034,27.95117950439453,WAVES,20
2021-10-23,28.430803298950195,27.71904182434082,27.950849533081055,28.35012435913086,58507984,28.35012435913086,WAVES,20
2021-10-24,29.242433547973633,27.17928695678711,28.359146118164062,28.070919036865234,83618480,28.070919036865234,WAVES,20
2021-10-25,28.68503189086914,27.826595306396484,28.078088760375977,28.5546817779541,84108050,28.5546817779541,WAVES,20
2021-10-26,29.381168365478516,28.168338775634766,28.564655303955078,28.680545806884766,105560706,28.680545806884766,WAVES,20
2021-10-27,32.2867317199707,24.54258155822754,28.67193031311035,28.47980499267578,350759313,28.47980499267578,WAVES,20
2021-10-28,29.14665412902832,27.46805763244629,28.48809242248535,27.667682647705078,155087322,27.667682647705078,WAVES,20
2021-10-29,27.742891311645508,26.99535369873047,27.742891311645508,27.424312591552734,166943296,27.424312591552734,WAVES,20
2021-10-30,27.526264190673828,26.34481430053711,27.526264190673828,26.757307052612305,132663615,26.757307052612305,WAVES,20
2021-10-31,26.805938720703125,25.905933380126953,26.805938720703125,26.422767639160156,107688353,26.422767639160156,WAVES,20
2021-11-01,27.393056869506836,26.008821487426758,26.450050354003906,26.490169525146484,142929232,26.490169525146484,WAVES,20
